month,growmonth,parent.pop,elevation.group,elev_m,PckSum,Lat,Long,year,cwd,pck,ppt,tmn,tmx,AvgFirstMonth,AvgLastMonth
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1966,64.88,0,1.87,8.67,23.48,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1966,59.35,0,4.46,5.91,20.25,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1966,33.27,0,269.4,-0.66,9.44,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1966,73.91,0,0.02,2.41,17.69,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1966,110.03,0,6.36,6.24,21.67,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1967,81.78,0,24.97,9.9,25.74,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1967,13.22,138.12,149.54,-7.16,3.83,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1967,55.12,0,1.2,10.17,24.83,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1967,55.64,0,62.72,4.41,17.62,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1967,28.53,0,103.56,0.34,11.71,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1967,70.01,0,53.68,2.71,17.04,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1967,92.47,0,35.07,7.43,21.39,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1968,93.34,0,51.27,7,20.51,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1968,13.08,258.14,255.09,-6.9,3.19,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1968,61.21,0,1.32,10.83,24.96,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1968,59.44,0,15.27,6.71,21.12,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1968,26.89,9.88,205.59,-1.74,8.64,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1968,69.53,0,68.94,1.98,15.82,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1968,94.83,0,3.83,6.53,21.37,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1969,79.71,0,0,7.99,25.66,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1969,15.17,171.09,289.93,-2.97,6.18,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1969,54.7,0,5.52,10.04,24.14,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1969,56.01,0,30.25,5.32,17.26,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1969,27.92,0,89.02,-0.96,11.77,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1969,64.48,0,109.33,0.66,12.34,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1969,94.87,0,11.67,7.65,21.65,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1970,85.6,0,0,9.22,25.54,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1970,12.72,397,370.99,-7.05,2.14,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1970,56.56,0,0.01,10.81,24.76,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1970,57.91,0,68.93,6.12,19.34,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1970,28.32,32.77,327,-0.7,9.02,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1970,68.68,0,57,1.61,14.6,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1970,95.29,0,0.38,4.57,20.95,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1971,80.7,0,7.89,9.99,25.04,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1971,12.07,308.35,304.22,-8.54,1.46,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1971,54.6,0,5.63,9.81,24.16,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1971,55.86,0,51.09,4.54,17.82,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1971,26.26,10.74,162.3,-2.85,8.58,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1971,64.07,0,28.81,-0.18,13.2,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1971,89.8,0,31.33,4.97,20.08,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1972,95.37,0,4.47,7.81,24.66,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1972,13.06,232.92,174.91,-7.45,3.51,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1972,59.8,0,0.01,9.66,25.49,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1972,59.14,0,23.78,6.71,20.65,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1972,25.1,65.07,190.39,-3.26,6.95,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1972,65.1,0,65.95,1.51,12.24,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1972,98,0,62.59,4.02,18.95,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1973,78.45,0,24.8,8.45,23.68,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1973,14.93,450.16,295.6,-3.96,6.57,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1973,54.57,0,5.9,9.07,24.86,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1973,59.89,0,8.78,7.14,21.39,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1973,23.78,270.83,400.86,-3.09,5.26,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1973,67.79,0,108.5,1.61,15.57,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1973,88.98,0,24.47,4.88,20.93,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1974,73.01,0,8.61,7.82,24.4,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1974,14.15,77.86,108.22,-5.46,5.29,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1974,53.46,0,104.23,8.63,23.17,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1974,60.11,0,8.88,6.36,22.54,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1974,26.39,0,80.67,-2.26,10.46,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1974,69.02,0,77.54,2.62,16.45,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1974,90.69,0,0,6.82,24.45,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1975,76.02,0,50.81,6.51,22.2,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1975,15.77,0,36.87,-3.3,8.73,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1975,53.92,0,1.96,8.97,23.73,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1975,57.43,0,20.25,5.03,19.7,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1975,25.16,0,74.95,-3.02,8.61,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1975,64.45,0,205.51,0.61,13.12,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1975,92.32,0,13.37,8.13,22.83,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1976,105.82,0,80.93,5.48,19.87,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1976,16.51,0,6.24,-3.97,9.66,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1976,72.32,0,18.6,9.16,24.68,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1976,59.38,0,7.43,4.29,19.29,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1976,29.87,0,49.28,0.06,14.1,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1976,69.58,0,21.8,2.15,17.07,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1976,91.65,0,44.78,6.11,20.44,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1977,99.87,0,4.71,9.15,25.92,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1977,15.99,149.43,305.37,-2.76,7.23,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1977,61,0,6.32,9.22,25.05,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1977,61.2,0,12.98,8.23,22.4,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1977,30.42,0,136.18,-1.42,10.9,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1977,72.81,0,8,3.04,17.83,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1977,102.86,0,28.97,5.69,20.47,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1978,83.17,0,5.35,8.3,24.01,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1978,13.31,82.24,97.29,-7.96,4.74,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1978,55.51,0,3.61,8.95,24.28,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1978,57.2,0,8.93,5.24,19.16,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1978,24.77,1.36,96.75,-3.97,7.65,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1978,72.75,0,0.46,3.96,19.37,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1978,91.17,0,118.12,4.53,18.53,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1979,89.85,0,7.63,7.71,22.18,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1979,15.54,61.66,170.51,-2.9,7.59,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1979,61.35,0,26.88,8.91,24.04,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1979,58.77,0,0.47,5.74,21.03,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1979,25.69,0.89,128.97,-2.98,8.17,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1979,71.33,0,123.33,2.83,15.5,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1979,104.34,0,0.33,7.43,23.66,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1980,82.44,0,3.12,7.95,23.23,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1980,18.55,0,93.04,-1.94,9.96,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1980,57.28,0,25.78,9.85,23.73,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1980,54.33,0,22.65,3.76,16.38,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1980,29.6,0,35.39,-0.6,11.38,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1980,71.59,0,32.06,3.26,16.7,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1980,95.25,0,9.82,5.82,20.64,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1981,112.56,0,0.85,9.71,26.96,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1981,15.35,241.66,327.52,-2.28,6.38,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1981,64.34,0,1.2,9.25,25.66,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1981,61.34,0,1.28,8.04,22.41,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1981,26.74,62.67,378.43,-0.45,8.45,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1981,67.29,0,147.8,0.48,13.66,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1981,113.54,0,22.19,8.07,22.84,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1982,79.04,0,10.2,9.47,24.02,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1982,14.03,365.43,261.47,-4.92,4.41,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1982,53.46,0,7.72,9.35,22.44,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1982,55.71,0,36.29,4.64,17.52,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1982,23.92,139.72,269.47,-3.6,6.39,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1982,64.48,0,205.28,1.47,12.94,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1982,87.57,0,143.47,5.35,18.18,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1983,76.92,0,33.26,8.66,22.33,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1983,14.39,696.7899,389.14,-2.75,3.41,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1983,51.58,0,6.17,7.16,21.18,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1983,56.49,0,14.9,4.84,18.48,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1983,24.38,325.22,535.4,-2.08,5.7,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1983,69.38,0,51.71,3.96,15.63,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1983,90.15,0,79.99,7.58,20.5,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1984,79.25,0,5.11,9.84,24.27,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1984,13.44,239.51,58.98,-6.16,3.71,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1984,56.16,0,15.96,11.49,25.55,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1984,57.2,0,52.87,5.51,18.88,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1984,24.22,188.73,326.35,-3,5.81,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1984,63.18,0,113.76,0.6,11.13,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1984,94.56,0,9.16,8.12,22.14,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1985,100.56,0,5.21,9.41,24,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1985,15.17,170.45,133,-3.4,6.76,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1985,63.46,0,7.42,12.21,25.65,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1985,62.46,0,11.9,9.54,23.15,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1985,24.41,114.92,240.42,-3.47,6.46,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1985,68.57,0,68.74,2.9,15.03,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1985,98.61,0,89.86,5.33,16.8,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1986,97.61,0,0.82,11.44,26.15,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1986,16.84,0,38.97,-2.62,7.93,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1986,60.57,0,21.74,9.3,22.74,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1986,61.01,0,6.06,8.27,22.06,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1986,28.9,0,17.54,-0.35,12.22,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1986,67.32,0,5.36,2.27,14.62,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1986,94.82,0,111.17,3.97,15.93,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1987,107.52,0,0.36,10.77,26.12,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1987,14.58,192.06,198.92,-5.66,2.41,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1987,61.01,0,2.1,8.61,22.38,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1987,61.74,0,15.15,8.54,22.05,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1987,29.4,0,71.21,-1.3,9.21,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1987,78.84,0,47.43,6.35,18.98,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1987,114.27,0,1.74,8.96,23.83,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1988,104.05,0,3.73,11.36,26.03,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1988,14.3,174.97,148.29,-5.24,4.98,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1988,64.04,0,6.72,12.89,27,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1988,59.5,0,26.46,7.02,20.08,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1988,31.09,59.94,261.12,-1.46,7.48,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1988,80.45,0,1.68,6.34,21.49,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1988,110.17,0,4.72,8.33,23.07,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1989,92.58,0,20.71,8.69,22.55,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1989,16.66,0,2,-2.45,11.11,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1989,60.02,0,0,11.92,24.89,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1989,59.52,0,31.37,7.44,20.5,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1989,28.06,0,122.54,-0.66,12.81,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1989,66.39,0,134.07,1.61,14.26,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1989,98.77,0,94.55,7.33,20.4,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1990,92.92,0,20.18,9.59,23.58,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1990,15.12,40.85,53.52,-6.97,4.75,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1990,61.28,0,16.82,11.27,24.99,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1990,58.58,0,15.3,6.91,19.56,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1990,29.55,0,49.44,-1.27,11.12,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1990,73.94,0,17.75,4.46,18.3,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1990,100.42,0,23.56,8.02,21.5,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1991,89.58,0,11.56,10.01,23.8,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1991,15.31,12.78,71.94,-3.63,7.06,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1991,59.42,0,15.09,11.25,24.77,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1991,56.68,0,28.6,5.06,18.53,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1991,27.77,0,77.68,-0.67,10.91,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1991,75.17,0,117.31,5.45,18.16,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1991,103.83,0,11.54,9.15,23.84,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1992,90.37,0,15.43,11.87,25.68,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1992,13.71,373.93,380.8,-6.59,3.46,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1992,59.67,0,40.8,9.54,22.47,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1992,60.83,0,60.56,6.88,19.43,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1992,26.79,0,24.61,-1.64,9.75,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1992,73.75,0,114.23,4.73,17.58,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1992,99.6,0,10.93,7.81,22.55,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1993,78.77,0,0.32,8.64,23.54,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1993,14.89,63.51,96.37,-4.48,5.06,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1993,52.91,0,0.01,8.11,22.68,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1993,55.97,0,71.95,4.85,17.7,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1993,27.57,0,58.72,-1.69,10.41,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1993,71.75,0,62.81,4.03,16.47,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1993,95.24,0,0.24,7.03,22.59,5,12
8,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1994,116.92,0,0.49,10.86,26.97,5,12
12,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1994,17.04,378.79,155.47,-4.84,5.27,5,12
7,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1994,66.82,0,0.22,11.84,27.3,5,12
6,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1994,60.62,0,2.91,7.1,22.03,5,12
11,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1994,24.42,266.72,300.63,-6.17,4.42,5,12
10,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1994,70.09,0,43.97,1.44,15.29,5,12
9,NA,WL2,High,2020.115818,2122.8758666666668,38.8263,-120.25242,1994,112.72,0,17.17,7.4,21.89,5,12
8,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1965,31.56,0,47.37,12.19,27.14,4,12
12,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1965,14.38,83.82,222.75,-2.71,8.22,4,12
7,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1965,62.46,0,0.8,12.96,28.71,4,12
6,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1965,48.61,0,22.58,8.04,23.23,4,12
5,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1965,44.36,0,14.62,4.77,19.83,4,12
11,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1965,23.18,0,313.07,2.03,11.52,4,12
10,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1965,66.09,0,22.15,8.52,24.62,4,12
9,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1965,103.7,0,11.3,7.99,23.4,4,12
8,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1966,96.44,0,0,14.39,30.56,4,12
12,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1966,13.94,47.37,303.62,-0.22,9.64,4,12
7,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1966,62.28,0,0.78,12.5,27.82,4,12
6,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1966,50.45,0,2.38,10.05,25.12,4,12
5,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1966,47.79,0,20.08,8.2,23.36,4,12
11,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1966,28.1,0,416.73,2.72,12.8,4,12
10,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1966,66.4,0,0,5.97,22.36,4,12
9,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1966,107.6,0,1.98,8.75,26.45,4,12
8,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1967,69.44,0,1.34,15.83,31.58,4,12
12,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1967,14.51,85.84,221.86,-2.99,8.31,4,12
7,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1967,63.25,0,0,14.44,30.93,4,12
6,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1967,0,0,78.21,8.53,23,4,12
5,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1967,35.07,0,53.82,4.82,20.5,4,12
11,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1967,24.51,0,133.4,4.35,15.45,4,12
10,NA,WR,Mid,1158,588.6706633333333,39.34346,-120.80659,1967,57.29,0,69.17,5.25,20.27,4,12
